#{"t_start": 1764393610.5447257, "env_id": "None"}
r,l,t
61.109642,150,227.293213
63.973376,150,241.415677
82.558798,150,242.679427
63.981534,150,243.894167
79.750364,150,245.113744
66.406518,150,246.318832
78.047099,150,247.586974
68.590935,150,248.885277
75.240841,150,263.157599
66.301383,150,264.391043
73.880974,150,265.615717
61.245531,150,266.859254
58.652262,150,268.073526
64.795112,150,269.343441
74.837,150,270.541441
79.015355,150,284.817717
56.106867,150,286.057748
51.712373,150,287.316714
77.223436,150,288.584668
56.936561,150,289.859366
61.349624,150,291.155206
66.139614,150,292.450714
71.692459,150,307.060339
76.587417,150,308.398564
70.544762,150,309.774436
68.605219,150,311.142745
66.023442,150,312.521756
57.536404,150,313.917257
80.87466,150,315.319207
76.085074,150,330.284724
57.830284,150,331.664632
77.423628,150,333.034277
73.086314,150,334.415323
75.780368,150,335.73551
67.243078,150,337.065302
54.523751,150,338.372834
79.623814,150,353.382139
59.514759,150,354.792781
82.069801,150,356.200149
67.69202,150,357.575233
59.235481,150,358.955408
64.181369,150,360.363189
80.811214,150,375.192955
76.897037,150,376.479086
79.110314,150,377.722208
77.593364,150,378.985776
66.317222,150,380.268483
58.969099,150,381.572469
68.756113,150,382.870906
60.627064,150,397.534949
64.043384,150,398.795737
69.006603,150,400.066282
56.188608,150,401.368677
59.980726,150,402.627982
69.362933,150,403.920093
69.173597,150,405.241985
57.833625,150,419.906992
65.462891,150,421.232918
76.905303,150,422.694245
61.16455,150,423.999262
70.377029,150,425.304339
57.022401,150,426.648109
71.198474,150,428.028221
64.010257,150,442.902713
62.176016,150,444.231525
63.88433,150,445.571297
72.060309,150,446.923919
66.210388,150,448.269592
57.280919,150,449.616388
58.163539,150,450.952896
54.547083,150,465.948859
83.192238,150,467.249599
69.071921,150,468.52408
73.696076,150,469.770956
78.540058,150,471.027289
60.016739,150,472.277088
77.972483,150,473.551083
70.295086,150,487.688092
78.113772,150,488.945056
68.044702,150,490.233077
65.363373,150,491.556805
76.798147,150,492.832494
69.986296,150,494.138805
75.215717,150,508.389909
63.785388,150,509.635046
77.481462,150,510.855948
64.803651,150,512.080309
71.170733,150,513.309135
70.456799,150,514.576202
60.916273,150,515.783468
77.644949,150,529.790008
79.424886,150,531.009616
58.327416,150,532.236576
66.342855,150,533.458942
69.29815,150,534.683971
77.644632,150,535.937589
79.755859,150,537.157852
63.377966,150,551.377315
57.62999,150,552.594854
73.096296,150,553.851376
67.111545,150,555.19394
71.583707,150,556.467708
80.990699,150,557.699796
71.488352,150,558.978911
63.00229,150,573.279606
71.618241,150,574.866389
65.848402,150,576.139534
57.044133,150,577.42712
58.828674,150,578.737447
64.515908,150,580.074978
72.714811,150,581.320655
77.126312,150,595.725781
63.579295,150,597.002711
75.988407,150,598.478442
73.492985,150,599.733845
58.988724,150,600.975016
55.493546,150,602.283401
83.046636,150,616.680809
56.372635,150,617.966549
61.930348,150,619.257782
69.550575,150,620.516285
64.103037,150,621.781544
63.654967,150,623.113012
58.406686,150,624.382338
57.288183,150,638.824791
70.747809,150,640.114297
74.652212,150,641.35384
56.241253,150,642.656781
73.99395,150,644.160285
78.717171,150,645.473329
63.764861,150,646.859338
60.568755,150,661.88375
55.166668,150,663.275348
51.248706,150,664.658602
75.728406,150,666.061971
83.513712,150,667.442977
68.845383,150,668.801313
56.397739,150,670.181262
59.71339,150,685.291586
69.437059,150,686.685949
66.850563,150,688.093755
75.554496,150,689.563381
68.852321,150,690.951856
55.978746,150,692.364894
72.141982,150,693.745188
68.445461,150,708.945739
69.4467,150,710.227308
56.607008,150,711.511769
65.894205,150,712.763626
72.103398,150,714.069576
65.154835,150,715.273849
59.932088,150,716.494263
61.674339,150,730.824347
67.560127,150,732.054446
71.08144,150,733.319708
63.349883,150,734.556129
64.088325,150,735.777251
67.441704,150,736.976351
79.235773,150,751.292576
73.861728,150,752.547859
79.295015,150,753.768246
66.840318,150,754.983894
60.554716,150,756.241499
63.600778,150,757.558362
72.172897,150,758.850021
82.385538,150,773.600409
70.662255,150,774.960882
57.401769,150,776.320069
55.396929,150,777.678367
72.3423,150,779.159813
72.994791,150,780.531527
59.603245,150,781.904986
71.939331,150,797.02512
79.451029,150,798.441973
62.900737,150,799.826955
74.583141,150,801.184072
61.321239,150,802.577622
76.125188,150,803.915298
57.04658,150,805.273323
67.34224,150,820.562841
61.255634,150,821.946337
72.603186,150,823.38273
57.381529,150,824.774923
70.936862,150,826.151291
65.474639,150,827.536261
58.337907,150,828.903527
58.1917,150,843.980372
77.808311,150,845.242902
61.650925,150,846.503007
78.378134,150,847.730934
72.247098,150,848.971102
57.818577,150,850.220027
78.884424,150,851.514587
64.329309,150,865.699807
68.197773,150,866.928867
58.311765,150,868.16487
53.356245,150,869.62979
78.948459,150,870.896302
65.4674,150,872.172612
59.930578,150,886.499388
61.083797,150,887.744015
51.177216,150,889.003549
73.575492,150,890.247356
67.943651,150,891.485075
56.460015,150,892.691465
78.221648,150,893.88589
71.966204,150,908.405375
73.358035,150,909.793879
51.124293,150,911.124018
69.828759,150,912.494118
76.882283,150,913.894582
54.154913,150,915.276924
56.670253,150,916.646895
55.560974,150,931.374293
80.270007,150,932.565012
53.54053,150,933.783342
68.639881,150,934.974159
56.632574,150,936.17994
74.75403,150,937.39915
75.416041,150,938.633897
60.56686,150,952.86341
66.141092,150,954.097903
76.888645,150,955.321402
70.913674,150,956.536276
58.354054,150,957.802812
68.925338,150,959.167908
59.259683,150,960.448091
56.135142,150,975.176785
56.976031,150,976.521374
68.886237,150,977.863959
61.820394,150,979.209641
79.905461,150,980.516972
60.494727,150,981.863279
69.467951,150,983.177341
67.010783,150,993.054873
56.350507,150,994.306535
66.25234,150,995.556737
57.977676,150,996.815541
60.469461,150,998.056104
65.082908,150,999.313096
69.217032,150,1013.554972
61.704065,150,1014.818026
69.424971,150,1016.07705
58.408408,150,1017.314973
66.871873,150,1018.556182
81.361224,150,1019.862478
73.801842,150,1021.074813
60.108229,150,1035.493565
59.056929,150,1036.746502
58.29902,150,1038.072137
77.07088,150,1039.34365
72.935126,150,1040.621864
83.982621,150,1041.868198
78.15925,150,1043.144797
72.110342,150,1057.835955
60.856757,150,1059.236594
77.004774,150,1060.622395
79.217821,150,1061.968756
55.122656,150,1063.355285
64.773009,150,1064.822922
54.659848,150,1066.224165
82.135243,150,1080.751019
71.845457,150,1082.004454
75.6608,150,1083.278627
70.150574,150,1084.509795
70.238169,150,1085.762913
57.113529,150,1087.05325
70.865269,150,1088.318435
77.682665,150,1102.598946
80.585758,150,1103.947255
59.537391,150,1105.18056
57.491881,150,1106.430016
58.901781,150,1107.662564
55.276869,150,1108.942975
70.81032,150,1123.350131
60.080067,150,1124.762449
56.171133,150,1125.985899
65.647716,150,1127.229107
75.943982,150,1128.425443
62.208171,150,1129.65444
62.212719,150,1130.868371
80.112121,150,1145.069961
58.760748,150,1146.293005
59.175568,150,1147.499005
73.931608,150,1148.703016
68.624832,150,1149.905204
76.464967,150,1151.115745
70.546704,150,1152.337574
62.159153,150,1166.850638
60.178699,150,1168.065474
62.253918,150,1169.351298
55.341952,150,1170.586715
80.090614,150,1171.817537
75.410044,150,1173.031974
76.080408,150,1174.248115
66.370563,150,1188.516656
63.443982,150,1189.796934
60.843764,150,1191.06699
73.624856,150,1192.450222
61.510526,150,1193.769731
66.742588,150,1195.150794
84.311076,150,1196.41516
74.846793,150,1210.803527
83.557227,150,1212.059086
60.979243,150,1213.322974
67.116131,150,1214.772344
60.899609,150,1216.029505
55.723386,150,1217.2289
77.456254,150,1218.486428
66.300778,150,1232.576649
61.439027,150,1233.766516
77.85294,150,1234.970475
62.560315,150,1236.190186
67.821553,150,1237.400948
76.636474,150,1238.604046
69.765268,150,1252.74806
78.673994,150,1253.94289
64.287005,150,1255.174975
64.850446,150,1256.385985
69.037299,150,1257.577829
68.621341,150,1258.784209
58.631299,150,1260.168036
76.331992,150,1274.302668
75.613644,150,1275.532986
56.238889,150,1276.736473
73.616069,150,1277.935988
80.685005,150,1279.149009
81.2734,150,1280.38325
77.572846,150,1281.602475
63.245667,150,1295.917991
52.894763,150,1297.16222
70.38834,150,1298.402485
78.813638,150,1299.662484
71.466765,150,1300.916041
66.069488,150,1302.190824
65.294126,150,1303.426566
61.090853,150,1317.569084
64.716055,150,1318.821782
66.724874,150,1320.267174
56.373714,150,1321.478003
73.570912,150,1322.708933
67.44819,150,1323.962926
66.65643,150,1325.181103
60.086485,150,1339.34037
60.725756,150,1340.559741
62.554578,150,1341.759133
78.437137,150,1342.977637
77.376976,150,1344.177054
64.885663,150,1345.371021
62.89339,150,1346.574113
75.730629,150,1360.63152
56.405341,150,1361.829587
70.212977,150,1363.038493
75.447732,150,1364.253214
65.293561,150,1365.526021
79.419841,150,1366.756132
73.386854,150,1380.761968
75.514806,150,1382.172776
61.874082,150,1383.378281
68.821973,150,1384.588116
64.556118,150,1385.796508
67.532019,150,1387.00703
75.630583,150,1388.214799
69.549005,150,1402.323216
64.031951,150,1403.52899
66.106936,150,1404.742229
66.987121,150,1405.954563
66.8207,150,1407.164722
75.184945,150,1408.373033
68.141032,150,1409.586027
59.247186,150,1423.668095
77.103422,150,1424.908641
74.011635,150,1426.198517
73.338476,150,1427.452577
64.705149,150,1428.684003
63.166714,150,1429.924478
78.730778,150,1431.159605
72.841937,150,1445.400072
57.183159,150,1446.637568
62.458452,150,1447.862986
70.960499,150,1449.063024
77.677363,150,1450.271747
64.631252,150,1451.486523
76.466731,150,1452.702524
65.729444,150,1466.766996
82.938081,150,1467.961884
59.904282,150,1469.164138
67.084002,150,1470.371499
55.812314,150,1471.653261
66.903855,150,1472.848711
81.479917,150,1474.051096
67.630951,150,1488.170855
61.584719,150,1489.389951
58.407721,150,1490.601113
80.895012,150,1491.820718
78.121836,150,1493.034719
74.475199,150,1494.22462
56.507711,150,1508.398383
68.809652,150,1509.667507
61.703779,150,1510.862087
80.684812,150,1512.07033
58.197253,150,1513.272322
63.765962,150,1514.483043
63.201969,150,1515.693485
57.685125,150,1529.738899
69.840292,150,1530.946062
62.397174,150,1532.244558
61.599371,150,1533.443135
83.535352,150,1534.641543
67.133822,150,1535.849929
56.989336,150,1537.089558
64.549556,150,1551.704337
56.931622,150,1552.95131
70.278045,150,1554.230501
56.758592,150,1555.569035
70.455334,150,1556.895492
59.497318,150,1558.181617
52.445547,150,1559.463377
67.935244,150,1574.322622
60.047512,150,1575.630947
58.031065,150,1576.959671
76.08571,150,1578.196284
68.96441,150,1579.438013
70.433412,150,1580.707028
76.880715,150,1582.111063
70.551135,150,1596.691367
57.203282,150,1597.951982
67.843562,150,1599.239275
63.402245,150,1600.543176
65.426757,150,1601.826451
61.092628,150,1603.116164
58.446056,150,1604.393169
76.647563,150,1619.211244
65.981259,150,1620.493283
62.027797,150,1621.768918
74.000192,150,1623.206022
60.432413,150,1624.479176
70.951792,150,1625.749104
72.728638,150,1640.306196
70.474664,150,1641.572258
75.494413,150,1642.837314
59.43308,150,1644.093379
76.6743,150,1645.365259
70.378394,150,1646.640738
56.569673,150,1647.897766
67.060902,150,1662.462627
56.731901,150,1663.796757
71.924579,150,1665.046373
67.023704,150,1666.307198
74.501199,150,1667.636321
61.773804,150,1668.940187
72.972127,150,1670.21946
80.446175,150,1684.840388
61.957936,150,1686.07128
59.786366,150,1687.334183
70.050416,150,1688.587095
61.06268,150,1689.840119
65.710896,150,1691.083057
56.314374,150,1692.344024
59.69139,150,1707.311262
64.530562,150,1708.649067
70.083764,150,1709.986614
56.477859,150,1711.272121
78.766094,150,1712.56903
62.308418,150,1713.847212
84.382385,150,1715.151403
56.47015,150,1730.460151
76.991655,150,1731.743668
58.447231,150,1733.034635
78.286961,150,1734.367773
68.550349,150,1735.681924
68.637565,150,1736.996795
74.322667,150,1751.390582
69.531619,150,1752.629586
75.111,150,1754.078374
70.075266,150,1755.356298
80.920621,150,1756.619135
66.980293,150,1757.864137
64.142037,150,1759.117497
61.424777,150,1773.494127
72.254335,150,1774.739234
72.506561,150,1775.97499
59.001008,150,1777.215152
77.798071,150,1778.510306
71.116793,150,1779.766415
73.55693,150,1781.012567
58.707387,150,1795.496278
71.704029,150,1796.733745
82.105739,150,1797.981259
66.923898,150,1799.294048
52.174611,150,1800.571615
61.984851,150,1801.820349
67.366724,150,1803.082742
74.53835,150,1817.623418
78.649638,150,1818.877103
72.427687,150,1820.229143
59.933338,150,1821.498865
80.397001,150,1822.78357
55.803566,150,1824.06418
66.627236,150,1825.376848
75.562385,150,1839.763423
74.739438,150,1841.020118
56.950567,150,1842.279732
62.964443,150,1843.516911
56.438753,150,1844.83001
74.422145,150,1846.065317
58.745909,150,1847.304596
78.321098,150,1861.744248
77.108505,150,1862.986457
77.34435,150,1864.225324
72.158026,150,1865.479365
59.3591,150,1866.719154
70.94607,150,1867.956046
60.696152,150,1882.244272
79.231182,150,1883.483636
78.440458,150,1884.736507
65.710626,150,1885.957812
64.531588,150,1887.190125
79.661965,150,1888.442802
59.690456,150,1889.744029
58.681894,150,1904.059439
61.709644,150,1905.366598
55.093225,150,1906.625313
63.57748,150,1907.893001
70.241952,150,1909.160448
59.297011,150,1910.431271
63.263373,150,1911.697295
70.846552,150,1926.287468
59.380086,150,1927.549162
58.497922,150,1928.789032
56.255235,150,1930.056669
67.222731,150,1931.307335
68.396334,150,1932.588294
80.104437,150,1933.839175
60.62493,150,1948.161331
68.486717,150,1949.499143
63.261791,150,1950.763735
53.948631,150,1952.000337
74.596077,150,1953.234109
69.168669,150,1954.473162
57.201681,150,1955.72212
69.022667,150,1970.203111
78.321896,150,1971.504609
69.466192,150,1972.780117
69.568206,150,1974.02098
69.016508,150,1975.272128
70.391802,150,1976.540359
77.220998,150,1977.814107
72.204291,150,1992.303236
61.204889,150,1993.579012
72.521856,150,1994.87521
70.298344,150,1996.119035
81.37642,150,1997.352057
75.258014,150,1998.580682
71.559278,150,2012.865276
64.850209,150,2014.097821
60.022851,150,2015.330224
56.229487,150,2016.575739
63.160971,150,2017.802671
79.848934,150,2019.080698
58.361031,150,2020.372433
57.332531,150,2034.7973
70.159164,150,2036.043967
55.517748,150,2037.339335
75.34267,150,2038.59862
64.033291,150,2040.083614
72.125016,150,2041.334451
79.481186,150,2042.559185
65.803659,150,2056.846125
59.014053,150,2058.076428
60.724487,150,2059.300397
67.103807,150,2060.543664
64.061063,150,2061.783998
69.522751,150,2063.018675
56.325914,150,2064.241947
58.901013,150,2078.584213
80.423606,150,2079.823945
66.605536,150,2081.066684
69.28565,150,2082.313344
68.27697,150,2083.551336
61.587651,150,2084.854507
59.496229,150,2086.096829
72.847896,150,2100.56019
55.149134,150,2101.80767
73.261711,150,2103.061129
73.497528,150,2104.316782
63.563835,150,2105.593103
57.46441,150,2106.832265
62.303563,150,2108.072898
68.621295,150,2123.18866
64.25444,150,2124.505595
65.178126,150,2125.839941
60.918984,150,2127.149269
61.352808,150,2128.45104
69.559839,150,2129.816817
68.316968,150,2145.42138
66.245411,150,2146.748828
66.60327,150,2148.142569
75.554894,150,2149.484995
57.321234,150,2150.851287
73.69835,150,2152.204149
62.169777,150,2153.593498
66.10957,150,2169.406545
78.051239,150,2170.888721
74.374049,150,2172.176291
63.768014,150,2173.475654
74.011186,150,2174.762648
58.932485,150,2176.049073
63.61938,150,2177.311239
71.805933,150,2191.647911
75.129782,150,2192.898493
79.019906,150,2194.143727
61.500057,150,2195.388485
61.578858,150,2196.630456
62.839056,150,2197.886082
82.39699,150,2199.155004
72.83332,150,2213.516199
81.259855,150,2214.835363
59.329515,150,2216.10938
62.599122,150,2217.380159
65.015645,150,2218.636259
68.824631,150,2219.89316
79.806479,150,2221.168722
61.031039,150,2235.570922
60.814169,150,2236.798945
83.709759,150,2238.04315
80.799986,150,2239.283773
59.86175,150,2240.51304
72.318987,150,2241.777322
69.749705,150,2256.218733
75.973478,150,2257.481982
67.098549,150,2258.750776
64.540664,150,2260.05303
55.255819,150,2261.304081
61.334038,150,2262.548135
65.038995,150,2263.793452
75.905976,150,2278.500949
55.103246,150,2279.879327
62.292216,150,2281.188816
74.862998,150,2282.510857
77.276471,150,2283.746675
67.470386,150,2284.998717
58.942762,150,2286.245193
75.19868,150,2300.502021
50.736422,150,2301.760246
64.032929,150,2303.007237
65.451449,150,2304.250381
56.520397,150,2305.711025
57.351196,150,2306.964212
74.368854,150,2308.230879
56.1365,150,2322.528788
66.673673,150,2323.778029
74.597452,150,2325.05503
72.078301,150,2326.310927
58.399279,150,2327.562082
79.957245,150,2328.835412
56.112139,150,2330.104244
74.251535,150,2345.061256
77.908986,150,2346.302812
71.313471,150,2347.534853
64.599748,150,2348.766775
59.817435,150,2350.052134
59.035803,150,2351.315932
67.400441,150,2352.56715
76.952697,150,2366.991262
68.135923,150,2368.224237
74.027098,150,2369.497285
67.986584,150,2370.740216
64.953197,150,2371.970253
65.455886,150,2373.216618
69.90733,150,2387.413947
79.551088,150,2388.710186
55.6217,150,2389.937433
72.569226,150,2391.228589
71.492509,150,2392.527352
65.351915,150,2393.856599
66.11827,150,2395.167012
55.323425,150,2409.542053
68.690126,150,2410.853441
59.738889,150,2412.091284
67.670203,150,2413.334692
75.184666,150,2414.585847
74.804767,150,2415.8486
77.202291,150,2417.114732
66.62738,150,2431.563526
58.495743,150,2432.831355
77.224955,150,2434.084088
57.633822,150,2435.352314
72.687116,150,2436.63034
56.807802,150,2437.915106
82.33146,150,2439.19358
63.0935,150,2453.444801
60.043358,150,2454.704532
77.61037,150,2456.029177
54.984328,150,2457.290319
66.215062,150,2458.538755
68.822769,150,2459.795818
67.282204,150,2461.031515
66.470643,150,2475.457352
77.992129,150,2476.687375
84.389113,150,2477.924611
59.142297,150,2479.161743
73.918677,150,2480.414323
60.814072,150,2481.662258
54.157197,150,2482.914409
80.573967,150,2497.330148
60.427019,150,2498.596332
72.530162,150,2499.837645
68.198749,150,2501.142216
63.774125,150,2502.377344
61.949006,150,2503.612371
72.858492,150,2518.002088
64.423703,150,2519.254711
63.660562,150,2520.536391
63.690111,150,2521.807734
75.050664,150,2523.086065
69.780248,150,2524.365308
76.923315,150,2525.628932
62.591501,150,2539.978692
57.361518,150,2541.369153
70.901087,150,2542.68025
69.977951,150,2543.976332
66.558717,150,2545.335306
65.833045,150,2546.625705
56.576015,150,2547.902051
63.001021,150,2562.292361
72.877543,150,2563.550927
72.923101,150,2564.808719
69.967963,150,2566.095216
62.947474,150,2567.344203
79.388916,150,2568.608902
63.542129,150,2569.898241
65.032141,150,2584.263056
74.003812,150,2585.504396
67.648718,150,2586.740716
76.137079,150,2587.986139
56.558962,150,2589.229365
76.421809,150,2590.654285
69.339694,150,2591.895422
63.371202,150,2606.388144
70.080499,150,2607.63892
68.43595,150,2608.887988
75.496906,150,2610.14111
64.499195,150,2611.398149
58.987972,150,2612.652188
83.408754,150,2613.910447
51.706953,150,2628.18814
62.941901,150,2629.507145
70.191314,150,2630.769025
54.023868,150,2632.05858
49.51181,150,2633.333335
62.4586,150,2634.624074
73.441373,150,2649.032382
73.587199,150,2650.372591
67.968072,150,2651.812385
59.791381,150,2653.122374
59.359797,150,2654.436218
78.709548,150,2655.729048
59.64143,150,2657.003051
